question,gt,options,answer
"Please jusitfy the sentiment of the following sentence:
A huge issue for us is the button placement .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Symphony Services provides development services for Aldata GOLD .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Tyrv+ñinen is of the opinion that the airline has been repeating this for some time already , however .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened .",positive,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
The project also implies an underground parking lot for 56 vehicles .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Operating profit totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007 .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
The net sales of the Power Plants business were EUR 710.3 million in 2005 .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
If Honkarakenne starts production there , it will need a partner for sawmill operations .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
The Group 's turnover in 2006 was EUR 39.2 million , and operating profit was EUR 3.9 million .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Unit prices for straddle carriers vary between EUR700 ,000 and EUR900 ,000 , the company added .",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Tyrvaan Sanomat , published twice a week by Tyrvaan Sanomat Oy , appears in Sastamala and Kiikoinen .",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics .",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
BM4 middle layer headbox will be equipped with a dilution control system .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The total amount of subscription prices was recorded in the fund for invested non-restricted equity .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .",negative,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The company offers payroll services , including payroll processing , payroll tax administration , and employee pay services , including direct deposit , check signing , and Readychex .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Net sales of Finnish food industry company L+ñnnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .",positive,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Raute , headquartered in Nastola , Finland , is a technology company serving the wood products industry worldwide .",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Tiimari 's registered share capital is 16,474,755 shares as per today .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Eriikka S+Âderstr+Âm has previously held several positions in finance and control at Nokia Networks including acting as the Business Group Controller and having the corporate controller position at Nokia Siemens Networks .",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
About 36 % of this came from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The contract incorporates a Convergent Charging rating solution for voice and data , which includes Internet , GPRS , SMS , MMS and WAP .",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
The financial details of the acquisition were not disclosed .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Two other sites will be included later on .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .",positive,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
In the Czech Republic , the smaller profiling unit at Ostrava will be closed and the machinery will be gradually relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
In 2007 , Etteplan had turnover of EUR125 .2 m.",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
EPS grew to 0.04 eur from 0.02 eur .",positive,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 .",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
The value of the firm 's forestry holdings increased by SEK 3.6 bn .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
It posted a turnover of 4.5 mln euro $ 6.1 mln and an operating profit of 1.5 mln euro $ 2.0 mln for 2006 .",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
The orders are for 26 machine-room-less KONE MonoSpace elevators , which would be installed during 2006 .",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V .",positive,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
LKAB , headquartered in Lulea , Sweden , is a high-tech mining company producing upgraded iron ore products for the steel industry .",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
`` UPM 's deliveries increased during the third quarter by 4 percent , and the efficiency of operations improved , '' Chief Executive Jussi Pesonen said .",positive,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
The floor area of the Yliopistonrinne project will be 7,900 sq m and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Our standardised services have met with a positive reception among our customers as well as at Itella .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
One can also apply for jobs directly from the iPad , select which CV to attach and which covering letter is most appropriate for each position .",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Finnish drug distributor and wholesaler Oriola-KD Oyj said on October 11 , 2006 it named Anne Kariniemi vice president of its Logistics and Sourcing department as of January 15 , 2007 .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Finnish GeoSentric 's net sales decreased to EUR 939,000 in January-March 2009 .",negative,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .",positive,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Destia Oy is a Finnish infrastructure and construction service company building , maintaining and designing traffic routes , industrial and traffic environments , but also complete living environments .",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .",positive,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % -9 % .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Jarmo Honkamaa , head of the oil refining business at Neste Oil , says the situation looks promising from their viewpoint .",positive,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .",positive,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Typical end-uses include roof structures , floorings , walls and ceilings , non-visible structures in vehicles , packaging and boxes , construction site structures , fencing and shelters , and formwork with a limited number of concrete pourings .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
The combined value of the orders is almost EUR 3mn .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Cash Flow from Operations for the most recent quarter also reached a eight year low .",negative,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
The Web-Marela application handles invitations to quote , quote comparisons , agreements , purchases , invoice inspections , inventory management , and deliveries .",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",positive,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Uponor maintains its full-year guidance for 2010 .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month .",positive,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
schwalm ( at ) outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
The turbines are expected to be launched by the end of 2012 .",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Stichting Pensioenfonds ABP : 4 118 122 shares representing 5.19 % of the share capital and voting rights .",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
On preliminary estimate , the hotel will operate under the brand Novotel .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
With this appointment Kaupthing Bank aims to further co-ordinate Capital Markets activities within the Group and to improve the overall service to clients .",positive,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Altogether 150 subjects with mildly elevated cholesterol levels participated in the four-month long intervention .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
The 19,200-square metre technology center is located near University of Tampere in central Tampere .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . ''",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Investments are not disclosed .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
`` There is no room to modify the share component as we have already indicated . ''",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Cision says the sale will return its U.K. operation to profitability .",positive,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Prior to the transaction , whose financial terms have not been disclosed , Alma Media owned 40 % of Kotikokki net .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The redesigned crushing circuit has been in operation since the start of September and its overall production rate on a weekly basis is in excess of an average of 40,000 tonnes a day .",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Decisions are to be made as quickly as possible .",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Clothing retail chain Sepp+ñl+ñ 's sales increased by 8 % to EUR 155.2 mn , and operating profit rose to EUR 31.1 mn from EUR 17.1 mn in 2004 .",positive,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier .",negative,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Unbelievably , the company that makes them - Fiskars Corporation - was formed in 1649 when a Dutch merchant named Peter Thorwoste was given a charter to establish a blast furnace and forging operation in the small Finnish village of Fiskars .",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008 , up from EUR6 .1 m in the corresponding period in 2007 .",positive,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .",positive,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006 .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",negative,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The market value of one crane is some USD6m , reported the Finnish news agency STT .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
All depends on financing .",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
The investment will be worth approximately EUR 100mn .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers .",negative,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
October-December sales were 302 mln eur , or a 25.3 pct increase year on year .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
1 February 2011 - Finnish textile and clothing company Marimekko Oyj HEL : MMO1V said today its preliminary operating profit grew to EUR8 .2 m in 2010 from EUR6 .3 m in 2009 .",positive,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
rosendal at outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , +358 400 817198 e-mail eila .",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",positive,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
After non-recurring items of EUR 177mn , profit amounted to EUR 20mn .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The total investment in 2006 and 2007 is expected to amount to about EUR75m .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable .",positive,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Finnish investment company Neomarkka is the main owner of Kuitu Finland 's successor .",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The agreement must be approved by the Russian competition authorities before it enters into force .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
LEED is an internationally recognized green building certification system , developed by the U.S. Green Building Council .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
ADPnews - Jul 17 , 2009 - Finland-based steel maker Rautaruukki Oyj Ruukki HEL : RTRKS said today it slipped to a net loss of EUR 184 million USD 259.7 m for the first half of 2009 from a net profit of EUR 2",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
The company has an annual turnover of EUR32 .8 m.",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Mr. Kari Stadigh will carry on as Chairman of the Board and Mr. Matti Arteva as Vice-Chairman .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
As part of the agreement , Aspocomp will also give Meadville a 10 pct slice of a subsidiary operating in Oulu , Finland .",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
In his current position , Manty has worked since 1996 .",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . ''",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
They are responsible for their own operations , customer relationships , and the development of these .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Cash flow after investments amounted to EUR45m , down from EUR46m .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
The stock is trading above both its MAPs and the 50-day MAP of SEK72 .983 is higher than the 200-day MAP of SEK70 .283 , a bullish indicator .",positive,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The offer price is $ 35 million , including cash of $ 10 million as net debt assumption of FACE , and $ 20 million worth of Cencorp shares to be issued to Savcor .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries , Russia , and Belarus .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
According to HKScan Finland , the plan is to increase J+ñrvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",positive,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The announcement pushed Freenet shares down 6.3 % , or EUR0 .71 , in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .",negative,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The company is well positioned in Brazil and Uruguay .",positive,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Finnish waste management and cleaning group Lassila & Tikanoja Oyj ( L&T ) net profit went down to 32.2 mln euro ( $ 47.7 mln ) for 2007 from 35.3 mln euro ( $ 52.3 mln ) for 2006 .",negative,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
`` This could be us .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices .",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
The process , technology , project management , basic engineering and quality assurance within Forest Industry will be consolidated in Vantaa , southern Finland .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
It comes complete with an LCD touch screen system for selection of your chosen function and prices start at around the pounds 4,805 mark .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Russia 's Video International Group holds a controlling stake in Russian Media Ventures .",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business .",positive,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
This could be any of us at any time , '' she said .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS N.V. Tekla is an international software company that provides solutions for building and construction , energy distribution and municipalities .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd. .",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
In a letter to Economic Affairs Minister , the listed Estonian shipping company Tallink asks for the approval to be entitled to a 15 % cut in port fees in 2010 .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
ENP Newswire - 22 March 2011 Release date - 21032011 - A total of 13,000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between 1 January 2011 and 28 February 2011 under the company 's stock option rights 2007A .",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
` Very recommendable ' is the Nokian Z G2 according to the ` ADAC judgement ' in the latest summer tyre test of the German automobile association ADAC .",positive,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The store is located in Poznan in a shopping center named Pestka , the company added .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Okhta Center area is expected to have about 700,000 square metres of office premises by 2016 .",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .",positive,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Finnair 's Tallinn-based subsidiary , Aero AS , carried 23,335 passengers , a decline of 60.8 % , on routes between Helsinki and the Baltic capitals and within Southern Finland .",negative,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The products have a low salt and fat content .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .",negative,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Water Treatment Products In Australia Today , Global Research & Data Services is going to publish a market analysis about the market for chemical water treatment products in Australia .",neutral,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , '' says Christopher Wynne , CEO of Papa John 's Russia .",positive,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Taking a cue from the playbook of the East Dillon Lions , we 've created a special team of heavy-hitting style players , such as boot-cut jeans , tummy tops and , of course , cowboy boots .",neutral,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",negative,"[""negative"", ""neutral"", ""positive""]",C
